,K,batch_size,beta,epochs,scheduler_type,step_size,gamma,best_train_accuracy,best_eval_accuracy,best_train_loss,best_eval_loss,std_train_loss,std_eval_loss,mean_epoch_time,status
splm_optimizer__hinge_loss__2021_06_26__00_16_49,50,1000,20,20,step_beta,7,8,0.6195,0.5720000000000001,0.751713752746582,0.7826274037361145,0.04320416264451209,0.03479351534624734,15.429858934879302,successful
splm_optimizer__hinge_loss__2021_06_26__00_22_27,50,1000,20,20,step_beta,7,9,0.6198000000000001,0.573,0.756243109703064,0.7861888408660889,0.041760361365807526,0.033676753243231536,15.210291528701783,successful
splm_optimizer__hinge_loss__2021_06_26__00_28_01,50,1000,20,20,step_beta,8,10,0.6203,0.5745,0.7105880975723267,0.7511121034622192,0.05864426820448663,0.04704228781793566,15.34238303899765,successful
splm_optimizer__hinge_loss__2021_06_26__00_33_38,50,1000,20,20,step_beta,8,1,0.6188,0.5715,0.23308777809143066,0.2854269742965698,0.24054762143012928,0.2315534994419767,15.30248590707779,successful
splm_optimizer__hinge_loss__2021_06_26__00_39_14,50,1000,20,20,step_beta,8,2,0.6188,0.5715,0.33842018246650696,0.4025089740753174,0.18429415661921522,0.16043655512947236,15.3722287774086,successful
splm_optimizer__hinge_loss__2021_06_26__00_44_52,50,1000,20,20,step_beta,8,3,0.6188,0.5715,0.5431385636329651,0.602282702922821,0.11407333950518174,0.0942652025009633,15.296646928787231,successful
splm_optimizer__hinge_loss__2021_06_26__00_50_28,50,1000,20,20,step_beta,8,4,0.6188,0.5715,0.6183168888092041,0.6728039383888245,0.08876813389224149,0.07176689296417889,15.23369233608246,successful
splm_optimizer__hinge_loss__2021_06_26__00_56_03,50,1000,20,20,step_beta,8,5,0.6188,0.5735,0.6542592644691467,0.7047614455223083,0.07680371250393968,0.06160399506657988,15.23318704366684,successful
splm_optimizer__hinge_loss__2021_06_26__01_01_37,50,1000,20,20,step_beta,8,6,0.6188,0.575,0.6751277446746826,0.7224524021148682,0.06994610739124937,0.055995199667828295,15.262674701213836,successful
splm_optimizer__hinge_loss__2021_06_26__01_07_12,50,1000,20,20,step_beta,8,7,0.6188,0.5740000000000001,0.6887553930282593,0.7336309552192688,0.0655540149064735,0.05247841521624119,15.375302851200104,successful
splm_optimizer__hinge_loss__2021_06_26__01_12_50,50,1000,20,20,step_beta,8,8,0.6189999999999999,0.5740000000000001,0.6982670426368713,0.7412925362586975,0.06252552449185321,0.05008139943279967,15.652091729640961,successful
splm_optimizer__hinge_loss__2021_06_26__01_18_33,50,1000,20,20,step_beta,8,9,0.6195999999999999,0.5745,0.7052510976791382,0.7468725442886353,0.060317699616670696,0.048348707653461005,15.313602423667907,successful
splm_optimizer__hinge_loss__2021_06_26__01_24_10,50,1000,20,20,step_beta,9,10,0.6188,0.5745,0.6407871246337891,0.6951895356178284,0.0838285851452801,0.0676167840911337,15.273890852928162,successful
splm_optimizer__hinge_loss__2021_06_26__01_29_45,50,1000,20,20,step_beta,9,1,0.6188,0.5715,0.23308777809143066,0.2854269742965698,0.24054762143012928,0.2315534994419767,15.205417335033417,successful
splm_optimizer__hinge_loss__2021_06_26__01_35_19,50,1000,20,20,step_beta,9,2,0.6188,0.5715,0.2614167034626007,0.31922203302383423,0.2152064405674304,0.1929990114695755,15.43621211051941,successful
splm_optimizer__hinge_loss__2021_06_26__01_40_58,50,1000,20,20,step_beta,9,3,0.6188,0.5715,0.41706350445747375,0.4855637550354004,0.15585929006350013,0.13254148959009138,15.451146340370178,successful
splm_optimizer__hinge_loss__2021_06_26__01_46_37,50,1000,20,20,step_beta,9,4,0.6188,0.5725,0.5105226039886475,0.577133059501648,0.12444702808066783,0.10352968888103581,15.366462111473083,successful
splm_optimizer__hinge_loss__2021_06_26__01_52_14,50,1000,20,20,step_beta,9,5,0.6188,0.5725,0.5599108934402466,0.6234416365623474,0.10849654741085653,0.08919112758158927,15.470799684524536,successful
splm_optimizer__hinge_loss__2021_06_26__01_57_54,50,1000,20,20,step_beta,9,6,0.6188,0.573,0.5893232822418213,0.6502184271812439,0.09928433779750064,0.08098896322687643,15.269192504882813,successful
splm_optimizer__hinge_loss__2021_06_26__02_03_29,50,1000,20,20,step_beta,9,7,0.6188,0.5720000000000001,0.6088405251502991,0.6675435304641724,0.09333486884809301,0.0757600258887164,15.47111701965332,successful
splm_optimizer__hinge_loss__2021_06_26__02_09_08,50,1000,20,20,step_beta,9,8,0.6188,0.5735,0.6226613521575928,0.6796338558197021,0.08919278079048996,0.0721714913744675,15.291951179504395,successful
splm_optimizer__hinge_loss__2021_06_26__02_14_44,50,1000,20,20,step_beta,9,9,0.6188,0.5745,0.6328868865966797,0.6884620785713196,0.08615315720944615,0.06957683924388533,15.20772602558136,successful
splm_optimizer__hinge_loss__2021_06_24__11_44_52,50,1000,10,20,step_beta,1,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__11_52_24,50,1000,10,20,step_beta,1,2,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__11_57_21,50,1000,10,20,step_beta,1,3,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_00_44,50,1000,10,20,step_beta,1,4,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_03_33,50,1000,10,20,step_beta,1,5,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_06_04,50,1000,10,20,step_beta,1,6,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_08_19,50,1000,10,20,step_beta,1,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_10_19,50,1000,10,20,step_beta,1,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_12_20,50,1000,10,20,step_beta,1,9,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_14_20,50,1000,10,20,step_beta,2,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_34_43,50,1000,10,20,step_beta,2,4,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_40_02,50,1000,10,20,step_beta,2,5,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_44_46,50,1000,10,20,step_beta,2,6,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_48_53,50,1000,10,20,step_beta,2,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_52_34,50,1000,10,20,step_beta,2,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_56_12,50,1000,10,20,step_beta,2,9,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__12_59_53,50,1000,10,20,step_beta,3,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__13_38_43,50,1000,10,20,step_beta,3,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__13_44_03,50,1000,10,20,step_beta,3,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_24__13_49_17,50,1000,10,20,step_beta,3,9,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__18_40_40,50,1000,20,20,step_beta,1,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__18_47_54,50,1000,20,20,step_beta,1,2,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__18_52_36,50,1000,20,20,step_beta,1,3,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__18_55_41,50,1000,20,20,step_beta,1,4,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__18_58_16,50,1000,20,20,step_beta,1,5,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_00_32,50,1000,20,20,step_beta,1,6,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_02_49,50,1000,20,20,step_beta,1,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_04_48,50,1000,20,20,step_beta,1,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_06_48,50,1000,20,20,step_beta,1,9,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_08_31,50,1000,20,20,step_beta,2,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_28_14,50,1000,20,20,step_beta,2,4,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_32_54,50,1000,20,20,step_beta,2,5,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_37_11,50,1000,20,20,step_beta,2,6,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_41_20,50,1000,20,20,step_beta,2,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_44_59,50,1000,20,20,step_beta,2,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_48_34,50,1000,20,20,step_beta,2,9,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__19_51_42,50,1000,20,20,step_beta,3,10,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__20_29_34,50,1000,20,20,step_beta,3,7,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__20_34_54,50,1000,20,20,step_beta,3,8,,,,,,,,overflow
splm_optimizer__hinge_loss__2021_06_25__20_40_10,50,1000,20,20,step_beta,3,9,,,,,,,,overflow
